# BUSCO version is: 2.0.1 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /home/deepseq/tool/BUSCO_v2.0.1/BUSCO.py -i Trinity.fasta.ca -o 202011110210-B1YMW2LFF1NY5T3G_DE_trans -l /home/deepseq/tool/BUSCO_v2.0.1/embryophyta_odb9/ -m tran -c 32 -sp arabidopsis
#
# Busco id	Status	Sequence	Score	Length
EOG09360BDG	Duplicated	C0000120940_TRINITY_DN26295_c0_g2_i2	614.4	340
EOG09360BEF	Duplicated	C0000165001_TRINITY_DN24781_c0_g1_i4	568.8	324
EOG09360BEF	Duplicated	C0000165006_TRINITY_DN24781_c0_g1_i9	568.5	324
EOG09360BEF	Duplicated	C0000165012_TRINITY_DN24781_c0_g1_i15	567.1	324
EOG09360BEL	Duplicated	C0000138309_TRINITY_DN27658_c2_g3_i1	724.1	347
EOG09360BEL	Duplicated	C0000138329_TRINITY_DN27658_c2_g3_i3	724.8	347
EOG09360BEL	Duplicated	C0000138330_TRINITY_DN27658_c2_g3_i4	724.8	347
EOG09360BEM	Duplicated	C0000253389_TRINITY_DN21607_c0_g2_i2	736.9	383
EOG09360BEM	Duplicated	C0000253390_TRINITY_DN21607_c0_g3_i1	736.6	383
EOG09360BEM	Duplicated	C0000253393_TRINITY_DN21607_c0_g2_i4	716.3	369
EOG09360BFF	Duplicated	C0000045138_TRINITY_DN25311_c0_g1_i15	731.9	394
EOG09360BFF	Duplicated	C0000045151_TRINITY_DN25311_c0_g1_i28	732.1	394
EOG09360BFF	Duplicated	C0000045153_TRINITY_DN25311_c0_g1_i30	731.8	394
EOG09360BG3	Complete	C0000176847_TRINITY_DN69453_c0_g1_i1	514.0	341
EOG09360BGE	Duplicated	C0000295725_TRINITY_DN29976_c4_g1_i2	502.9	313
EOG09360BGE	Duplicated	C0000295730_TRINITY_DN29976_c4_g1_i5	502.2	313
EOG09360BGE	Duplicated	C0000295732_TRINITY_DN29976_c4_g2_i4	502.2	313
EOG09360BGG	Duplicated	C0000126449_TRINITY_DN27340_c5_g1_i4	448.7	297
EOG09360BGG	Duplicated	C0000126453_TRINITY_DN27340_c5_g2_i5	444.4	297
EOG09360BGG	Duplicated	C0000126463_TRINITY_DN27340_c5_g1_i11	448.7	297
EOG09360BGW	Duplicated	C0000092606_TRINITY_DN27105_c0_g1_i1	667.7	418
EOG09360BGW	Duplicated	C0000092610_TRINITY_DN27105_c0_g2_i4	670.5	389
EOG09360BGW	Duplicated	C0000092611_TRINITY_DN27105_c0_g1_i2	670.4	389
EOG09360BI5	Duplicated	C0000033147_TRINITY_DN18587_c0_g1_i1	326.9	235
EOG09360BI5	Duplicated	C0000033149_TRINITY_DN18587_c0_g2_i2	327.6	215
EOG09360BID	Duplicated	C0000186788_TRINITY_DN26968_c2_g2_i6	627.3	334
EOG09360BID	Duplicated	C0000186794_TRINITY_DN26968_c2_g2_i10	627.0	334
EOG09360BID	Duplicated	C0000239361_TRINITY_DN18731_c0_g1_i1	628.0	334
EOG09360BIG	Duplicated	C0000242608_TRINITY_DN21353_c0_g1_i1	535.4	344
EOG09360BIG	Duplicated	C0000242610_TRINITY_DN21353_c0_g1_i2	536.4	345
EOG09360BIG	Duplicated	C0000242611_TRINITY_DN21353_c0_g3_i1	534.5	344
EOG09360BJ2	Duplicated	C0000108527_TRINITY_DN21713_c0_g1_i1	556.2	335
EOG09360BJ2	Duplicated	C0000109371_TRINITY_DN22564_c0_g1_i1	556.5	335
EOG09360BJO	Duplicated	C0000073707_TRINITY_DN22754_c0_g1_i9	697.3	431
EOG09360BJO	Duplicated	C0000073710_TRINITY_DN22754_c0_g1_i12	696.7	431
EOG09360BKS	Duplicated	C0000171131_TRINITY_DN24869_c0_g1_i1	476.3	309
EOG09360BKS	Duplicated	C0000171132_TRINITY_DN24869_c0_g1_i2	476.3	309
EOG09360BKS	Duplicated	C0000171137_TRINITY_DN24869_c0_g1_i4	476.4	309
EOG09360BLH	Duplicated	C0000092362_TRINITY_DN27145_c0_g2_i13	480.8	318
EOG09360BLH	Duplicated	C0000092387_TRINITY_DN27145_c0_g2_i24	481.1	318
EOG09360BLH	Duplicated	C0000092394_TRINITY_DN27145_c0_g2_i26	500.2	308
EOG09360BM8	Duplicated	C0000240409_TRINITY_DN26895_c2_g2_i3	580.0	360
EOG09360BM8	Duplicated	C0000254743_TRINITY_DN17583_c0_g1_i1	583.7	342
EOG09360BN6	Duplicated	C0000106615_TRINITY_DN28664_c4_g2_i5	734.2	395
EOG09360BN6	Duplicated	C0000106625_TRINITY_DN28664_c4_g1_i13	732.0	395
EOG09360BN6	Duplicated	C0000106626_TRINITY_DN28664_c4_g1_i14	732.0	395
EOG09360BNI	Complete	C0000112683_TRINITY_DN22687_c0_g1_i2	542.0	301
EOG09360BOH	Duplicated	C0000004181_TRINITY_DN27589_c0_g5_i1	752.7	411
EOG09360BOH	Duplicated	C0000004185_TRINITY_DN27589_c0_g5_i2	752.6	411
EOG09360BOH	Duplicated	C0000307065_TRINITY_DN25185_c4_g2_i5	752.8	411
EOG09360BPW	Duplicated	C0000112112_TRINITY_DN22632_c0_g1_i2	446.0	280
EOG09360BPW	Duplicated	C0000112113_TRINITY_DN22632_c0_g2_i1	421.3	266
EOG09360BPW	Duplicated	C0000112116_TRINITY_DN22632_c0_g2_i2	447.8	280
EOG09360BQM	Missing
EOG09360BQU	Duplicated	C0000212539_TRINITY_DN24000_c0_g1_i7	637.7	399
EOG09360BQU	Duplicated	C0000212539_TRINITY_DN24000_c0_g1_i7	637.7	399
EOG09360BQU	Duplicated	C0000212540_TRINITY_DN24000_c0_g1_i8	637.5	399
EOG09360BQU	Duplicated	C0000212540_TRINITY_DN24000_c0_g1_i8	637.8	399
EOG09360BQU	Duplicated	C0000212544_TRINITY_DN24000_c0_g1_i11	637.3	399
EOG09360BQU	Duplicated	C0000212544_TRINITY_DN24000_c0_g1_i11	637.4	400
EOG09360BR4	Duplicated	C0000269091_TRINITY_DN29529_c3_g1_i5	372.8	352
EOG09360BR4	Duplicated	C0000269097_TRINITY_DN29529_c3_g1_i10	368.8	362
EOG09360BR4	Duplicated	C0000269104_TRINITY_DN29529_c3_g1_i17	346.0	353
EOG09360BRK	Duplicated	C0000080139_TRINITY_DN22948_c0_g1_i3	831.1	441
EOG09360BRK	Duplicated	C0000080141_TRINITY_DN22948_c0_g1_i5	771.2	402
EOG09360BRK	Duplicated	C0000080146_TRINITY_DN22948_c0_g1_i10	831.4	441
EOG09360BRS	Duplicated	C0000035033_TRINITY_DN20879_c0_g1_i1	246.1	375
EOG09360BRS	Duplicated	C0000035036_TRINITY_DN20879_c1_g1_i2	235.4	371
EOG09360BSY	Duplicated	C0000004021_TRINITY_DN27547_c0_g1_i30	619.4	338
EOG09360BSY	Duplicated	C0000004021_TRINITY_DN27547_c0_g1_i30	637.9	317
EOG09360BSY	Duplicated	C0000004022_TRINITY_DN27547_c0_g1_i31	637.9	317
EOG09360BSY	Duplicated	C0000004022_TRINITY_DN27547_c0_g1_i31	637.9	317
EOG09360BSY	Duplicated	C0000004024_TRINITY_DN27547_c0_g1_i33	639.0	317
EOG09360BT4	Fragmented	C0000059599_TRINITY_DN28797_c4_g2_i1	574.0	283
EOG09360BTH	Duplicated	C0000073688_TRINITY_DN22761_c0_g1_i1	562.3	362
EOG09360BTH	Duplicated	C0000073689_TRINITY_DN22761_c0_g1_i2	559.9	362
EOG09360BTH	Duplicated	C0000073689_TRINITY_DN22761_c0_g1_i2	559.9	362
EOG09360BTH	Duplicated	C0000073692_TRINITY_DN22761_c0_g1_i5	562.2	362
EOG09360BVG	Duplicated	C0000175500_TRINITY_DN25961_c2_g2_i12	647.7	375
EOG09360BVG	Duplicated	C0000175508_TRINITY_DN25961_c2_g2_i20	645.8	375
EOG09360BVG	Duplicated	C0000175509_TRINITY_DN25961_c2_g2_i21	623.0	407
EOG09360BVG	Duplicated	C0000175509_TRINITY_DN25961_c2_g2_i21	644.9	375
EOG09360BWZ	Complete	C0000104397_TRINITY_DN28983_c0_g1_i8	578.5	420
EOG09360BY2	Fragmented	C0000065168_TRINITY_DN28293_c1_g1_i2	416.9	283
EOG09360BY3	Duplicated	C0000187447_TRINITY_DN26943_c6_g1_i1	554.0	411
EOG09360BY3	Duplicated	C0000280758_TRINITY_DN28590_c3_g2_i4	554.0	411
EOG09360BY3	Duplicated	C0000280769_TRINITY_DN28590_c3_g2_i9	553.8	411
EOG09360BYN	Fragmented	C0000050738_TRINITY_DN17652_c0_g1_i1	202.4	170
EOG09360BYY	Duplicated	C0000198685_TRINITY_DN24635_c0_g2_i4	524.9	334
EOG09360BYY	Duplicated	C0000198692_TRINITY_DN24635_c0_g1_i6	544.8	329
EOG09360BYY	Duplicated	C0000198697_TRINITY_DN24635_c0_g2_i8	544.9	330
EOG09360BZ0	Duplicated	C0000042177_TRINITY_DN26465_c1_g2_i1	634.9	330
EOG09360BZ0	Duplicated	C0000042179_TRINITY_DN26465_c1_g1_i3	634.6	330
EOG09360C0Z	Duplicated	C0000002650_TRINITY_DN27573_c0_g1_i13	709.0	462
EOG09360C0Z	Duplicated	C0000002652_TRINITY_DN27573_c0_g1_i15	707.6	497
EOG09360C0Z	Duplicated	C0000002653_TRINITY_DN27573_c0_g1_i16	707.1	516
EOG09360C0Z	Duplicated	C0000002653_TRINITY_DN27573_c0_g1_i16	707.2	497
EOG09360C3E	Duplicated	C0000266030_TRINITY_DN26671_c0_g1_i1	503.1	306
EOG09360C3E	Duplicated	C0000266031_TRINITY_DN26671_c0_g2_i1	503.1	306
EOG09360C3E	Duplicated	C0000266035_TRINITY_DN26671_c0_g2_i4	482.2	305
EOG09360C3K	Duplicated	C0000175882_TRINITY_DN17861_c0_g1_i1	630.0	368
EOG09360C3K	Duplicated	C0000175883_TRINITY_DN17861_c0_g1_i2	619.6	368
EOG09360C5R	Duplicated	C0000102511_TRINITY_DN28995_c5_g1_i1	783.4	582
EOG09360C5R	Duplicated	C0000102512_TRINITY_DN28995_c5_g1_i2	766.9	537
EOG09360C5R	Duplicated	C0000102515_TRINITY_DN28995_c5_g4_i1	686.6	387
EOG09360C5Z	Complete	C0000169031_TRINITY_DN28016_c5_g1_i5	493.9	298
EOG09360C61	Duplicated	C0000165065_TRINITY_DN24734_c3_g1_i3	313.4	259
EOG09360C61	Duplicated	C0000165067_TRINITY_DN24734_c3_g1_i5	314.6	259
EOG09360C61	Duplicated	C0000165068_TRINITY_DN24734_c3_g1_i6	306.4	255
EOG09360C61	Duplicated	C0000165068_TRINITY_DN24734_c3_g1_i6	313.0	259
EOG09360C6T	Duplicated	C0000190348_TRINITY_DN20139_c0_g1_i3	643.9	418
EOG09360C6T	Duplicated	C0000190351_TRINITY_DN20139_c0_g2_i1	633.3	418
EOG09360C6T	Duplicated	C0000190352_TRINITY_DN20139_c0_g2_i2	643.9	418
EOG09360C7E	Duplicated	C0000208756_TRINITY_DN27075_c0_g2_i3	602.4	308
EOG09360C7E	Duplicated	C0000208758_TRINITY_DN27075_c0_g1_i5	604.4	308
EOG09360C7E	Duplicated	C0000208769_TRINITY_DN27075_c0_g1_i14	603.1	308
EOG09360C7N	Duplicated	C0000031007_TRINITY_DN20502_c0_g2_i1	538.3	323
EOG09360C7N	Duplicated	C0000031010_TRINITY_DN20502_c0_g2_i2	537.9	323
EOG09360C8Y	Duplicated	C0000050202_TRINITY_DN21099_c0_g1_i1	553.9	336
EOG09360C8Y	Duplicated	C0000050206_TRINITY_DN21099_c0_g2_i2	554.2	336
EOG09360C8Y	Duplicated	C0000050208_TRINITY_DN21099_c0_g2_i3	553.9	336
EOG09360CCO	Duplicated	C0000256728_TRINITY_DN23366_c0_g1_i4	663.4	365
EOG09360CCO	Duplicated	C0000256730_TRINITY_DN23366_c0_g1_i6	630.9	319
EOG09360CCO	Duplicated	C0000256733_TRINITY_DN23366_c0_g1_i9	663.8	365
EOG09360CCQ	Duplicated	C0000285435_TRINITY_DN27226_c0_g1_i7	576.1	323
EOG09360CCQ	Duplicated	C0000285447_TRINITY_DN27226_c0_g2_i4	578.0	323
EOG09360CCQ	Duplicated	C0000285453_TRINITY_DN27226_c0_g1_i20	575.8	323
EOG09360CDH	Duplicated	C0000176497_TRINITY_DN20431_c0_g1_i1	628.8	309
EOG09360CDH	Duplicated	C0000176499_TRINITY_DN20431_c0_g2_i1	629.0	309
EOG09360CEB	Duplicated	C0000157063_TRINITY_DN29742_c1_g1_i4	464.6	288
EOG09360CEB	Duplicated	C0000157065_TRINITY_DN29742_c1_g1_i5	464.8	288
EOG09360CEB	Duplicated	C0000157071_TRINITY_DN29742_c1_g1_i10	464.9	288
EOG09360CEF	Duplicated	C0000016088_TRINITY_DN26574_c0_g1_i2	600.6	316
EOG09360CEF	Duplicated	C0000016090_TRINITY_DN26574_c0_g1_i4	598.5	316
EOG09360CEF	Duplicated	C0000016090_TRINITY_DN26574_c0_g1_i4	598.5	316
EOG09360CFL	Duplicated	C0000231638_TRINITY_DN28102_c0_g1_i2	745.3	399
EOG09360CFL	Duplicated	C0000231644_TRINITY_DN28102_c0_g1_i3	745.2	399
EOG09360CFL	Duplicated	C0000231650_TRINITY_DN28102_c0_g1_i5	745.6	399
EOG09360CG1	Duplicated	C0000198226_TRINITY_DN24623_c0_g1_i2	618.9	390
EOG09360CG1	Duplicated	C0000198230_TRINITY_DN24623_c0_g3_i1	588.5	388
EOG09360CG1	Duplicated	C0000198234_TRINITY_DN24623_c0_g1_i6	637.3	390
EOG09360CG3	Duplicated	C0000249484_TRINITY_DN25879_c0_g1_i1	557.0	299
EOG09360CG3	Duplicated	C0000249486_TRINITY_DN25879_c0_g2_i2	556.1	299
EOG09360CGS	Duplicated	C0000170385_TRINITY_DN15417_c1_g1_i1	661.6	342
EOG09360CGS	Duplicated	C0000227804_TRINITY_DN20958_c0_g1_i3	661.6	342
EOG09360CH3	Duplicated	C0000297716_TRINITY_DN25628_c0_g1_i3	460.1	334
EOG09360CH3	Duplicated	C0000297719_TRINITY_DN25628_c0_g2_i3	469.9	333
EOG09360CH3	Duplicated	C0000297732_TRINITY_DN25628_c0_g1_i9	469.7	333
EOG09360CHA	Duplicated	C0000133818_TRINITY_DN30334_c0_g1_i9	399.3	262
EOG09360CHA	Duplicated	C0000133823_TRINITY_DN30334_c0_g1_i12	395.4	264
EOG09360CHA	Duplicated	C0000133836_TRINITY_DN30334_c0_g1_i21	399.1	262
EOG09360CI2	Duplicated	C0000007539_TRINITY_DN30959_c1_g2_i3	630.9	365
EOG09360CI2	Duplicated	C0000197630_TRINITY_DN30686_c3_g3_i2	630.9	365
EOG09360CI2	Duplicated	C0000197645_TRINITY_DN30686_c3_g3_i7	630.6	365
EOG09360CK0	Duplicated	C0000217170_TRINITY_DN22459_c0_g1_i1	546.6	288
EOG09360CK0	Duplicated	C0000217175_TRINITY_DN22459_c0_g2_i4	546.7	288
EOG09360CK0	Duplicated	C0000217176_TRINITY_DN22459_c0_g1_i2	530.5	299
EOG09360CMF	Fragmented	C0000175281_TRINITY_DN25911_c0_g2_i11	275.6	208
EOG09360CMK	Duplicated	C0000042580_TRINITY_DN26446_c0_g2_i14	525.3	334
EOG09360CMK	Duplicated	C0000042584_TRINITY_DN26446_c0_g2_i18	522.7	334
EOG09360CMV	Duplicated	C0000154679_TRINITY_DN27911_c0_g1_i8	584.7	296
EOG09360CMV	Duplicated	C0000154681_TRINITY_DN27911_c0_g1_i10	579.0	296
EOG09360CNG	Duplicated	C0000217555_TRINITY_DN22469_c0_g1_i1	500.8	397
EOG09360CNG	Duplicated	C0000217556_TRINITY_DN22469_c0_g2_i1	501.6	397
EOG09360CNL	Duplicated	C0000154754_TRINITY_DN27954_c1_g1_i13	632.7	342
EOG09360CNL	Duplicated	C0000229842_TRINITY_DN28124_c1_g2_i6	632.1	342
EOG09360CNL	Duplicated	C0000229844_TRINITY_DN28124_c1_g2_i8	632.7	342
EOG09360CP3	Duplicated	C0000097423_TRINITY_DN30170_c1_g1_i1	667.5	437
EOG09360CP3	Duplicated	C0000097428_TRINITY_DN30170_c1_g1_i2	668.1	437
EOG09360CP3	Duplicated	C0000097430_TRINITY_DN30170_c1_g2_i5	668.0	437
EOG09360CPN	Duplicated	C0000075763_TRINITY_DN27731_c0_g1_i3	552.5	295
EOG09360CPN	Duplicated	C0000075764_TRINITY_DN27731_c0_g1_i4	553.6	295
EOG09360CRR	Complete	C0000213106_TRINITY_DN2103_c0_g1_i1	292.6	286
EOG09360CTZ	Duplicated	C0000023093_TRINITY_DN29123_c2_g4_i4	594.5	548
EOG09360CTZ	Duplicated	C0000023125_TRINITY_DN29123_c2_g4_i16	613.6	542
EOG09360CVE	Duplicated	C0000056890_TRINITY_DN18819_c0_g1_i1	278.6	274
EOG09360CVE	Duplicated	C0000056892_TRINITY_DN18819_c0_g1_i3	279.1	274
EOG09360CVM	Duplicated	C0000131642_TRINITY_DN21524_c0_g1_i1	524.2	396
EOG09360CVM	Duplicated	C0000131643_TRINITY_DN21524_c0_g2_i1	524.3	396
EOG09360CW3	Duplicated	C0000207083_TRINITY_DN14271_c0_g1_i1	530.1	330
EOG09360CW3	Duplicated	C0000307979_TRINITY_DN32020_c0_g1_i1	529.7	330
EOG09360CWE	Duplicated	C0000062502_TRINITY_DN24494_c1_g1_i2	665.3	436
EOG09360CWE	Duplicated	C0000062509_TRINITY_DN24494_c1_g1_i5	585.7	411
EOG09360CX9	Duplicated	C0000043751_TRINITY_DN23495_c0_g1_i1	272.6	322
EOG09360CX9	Duplicated	C0000043753_TRINITY_DN23495_c0_g2_i2	273.0	322
EOG09360CXD	Duplicated	C0000058647_TRINITY_DN28781_c4_g2_i13	410.5	296
EOG09360CXD	Duplicated	C0000058648_TRINITY_DN28781_c4_g2_i14	432.7	296
EOG09360CXD	Duplicated	C0000058651_TRINITY_DN28781_c4_g2_i17	423.4	294
EOG09360CXH	Duplicated	C0000129147_TRINITY_DN29455_c0_g4_i1	546.1	296
EOG09360CXH	Duplicated	C0000129164_TRINITY_DN29455_c0_g9_i1	546.5	296
EOG09360CXL	Duplicated	C0000043592_TRINITY_DN23402_c0_g1_i1	602.4	333
EOG09360CXL	Duplicated	C0000043597_TRINITY_DN23402_c0_g1_i6	602.5	333
EOG09360CYM	Duplicated	C0000172972_TRINITY_DN24224_c0_g1_i3	757.3	396
EOG09360CYM	Duplicated	C0000172975_TRINITY_DN24224_c0_g2_i9	757.6	396
EOG09360CYM	Duplicated	C0000172978_TRINITY_DN24224_c0_g2_i11	734.5	404
EOG09360CYS	Duplicated	C0000102681_TRINITY_DN28996_c2_g1_i3	634.1	343
EOG09360CYS	Duplicated	C0000102685_TRINITY_DN28996_c2_g1_i7	635.8	310
EOG09360CYS	Duplicated	C0000120692_TRINITY_DN26232_c1_g2_i2	635.2	310
EOG09360D01	Duplicated	C0000045169_TRINITY_DN25302_c0_g1_i1	528.0	311
EOG09360D01	Duplicated	C0000045176_TRINITY_DN25302_c0_g2_i5	537.3	317
EOG09360D01	Duplicated	C0000045178_TRINITY_DN25302_c0_g1_i4	537.4	317
EOG09360D08	Duplicated	C0000165125_TRINITY_DN24799_c3_g1_i1	555.6	318
EOG09360D08	Duplicated	C0000165137_TRINITY_DN24799_c3_g1_i7	553.7	345
EOG09360D08	Duplicated	C0000165144_TRINITY_DN24799_c3_g1_i9	552.6	318
EOG09360D0R	Duplicated	C0000298381_TRINITY_DN25616_c0_g1_i26	736.2	430
EOG09360D0R	Duplicated	C0000298381_TRINITY_DN25616_c0_g1_i26	787.7	428
EOG09360D0R	Duplicated	C0000298383_TRINITY_DN25616_c0_g1_i28	787.3	448
EOG09360D0R	Duplicated	C0000298388_TRINITY_DN25616_c0_g1_i32	788.9	429
EOG09360D2F	Duplicated	C0000004857_TRINITY_DN27588_c0_g1_i20	462.3	330
EOG09360D2F	Duplicated	C0000004857_TRINITY_DN27588_c0_g1_i20	477.4	279
EOG09360D2F	Duplicated	C0000004859_TRINITY_DN27588_c0_g1_i22	477.6	279
EOG09360D2F	Duplicated	C0000004861_TRINITY_DN27588_c0_g1_i24	475.1	337
EOG09360D2F	Duplicated	C0000004861_TRINITY_DN27588_c0_g1_i24	477.6	279
EOG09360D2X	Fragmented	C0000174963_TRINITY_DN25908_c1_g1_i11	294.4	175
EOG09360D36	Duplicated	C0000244074_TRINITY_DN25790_c1_g1_i2	594.9	296
EOG09360D36	Duplicated	C0000244077_TRINITY_DN25790_c1_g2_i2	595.1	296
EOG09360D3T	Duplicated	C0000187008_TRINITY_DN26971_c0_g1_i4	735.1	458
EOG09360D3T	Duplicated	C0000187012_TRINITY_DN26971_c0_g2_i5	734.7	458
EOG09360D3T	Duplicated	C0000187042_TRINITY_DN26971_c0_g2_i16	735.2	458
EOG09360D41	Duplicated	C0000258330_TRINITY_DN29056_c1_g1_i1	361.0	312
EOG09360D41	Duplicated	C0000258332_TRINITY_DN29056_c1_g2_i2	359.9	313
EOG09360D4T	Missing
EOG09360D4X	Complete	C0000079836_TRINITY_DN22947_c0_g2_i2	651.1	337
EOG09360D63	Complete	C0000035029_TRINITY_DN20814_c0_g1_i1	537.1	346
EOG09360D64	Duplicated	C0000103072_TRINITY_DN28928_c4_g4_i2	452.3	378
EOG09360D64	Duplicated	C0000296314_TRINITY_DN29937_c3_g1_i4	451.7	378
EOG09360D64	Duplicated	C0000296323_TRINITY_DN29937_c3_g1_i9	451.9	378
EOG09360D6G	Duplicated	C0000075261_TRINITY_DN27737_c0_g1_i9	711.6	363
EOG09360D6G	Duplicated	C0000075261_TRINITY_DN27737_c0_g1_i9	757.7	388
EOG09360D6G	Duplicated	C0000075263_TRINITY_DN27737_c0_g1_i10	757.8	388
EOG09360D6G	Duplicated	C0000075264_TRINITY_DN27737_c0_g1_i11	740.2	388
EOG09360D6G	Duplicated	C0000075264_TRINITY_DN27737_c0_g1_i11	757.7	388
EOG09360D6K	Duplicated	C0000024346_TRINITY_DN29132_c2_g1_i1	492.6	331
EOG09360D6K	Duplicated	C0000024348_TRINITY_DN29132_c2_g1_i3	492.8	331
EOG09360D6K	Duplicated	C0000024349_TRINITY_DN29132_c2_g2_i1	492.4	331
EOG09360D7I	Complete	C0000098830_TRINITY_DN26391_c0_g1_i3	462.5	309
EOG09360D7K	Duplicated	C0000233120_TRINITY_DN22226_c0_g1_i1	538.0	347
EOG09360D7K	Duplicated	C0000233122_TRINITY_DN22226_c0_g2_i2	538.1	347
EOG09360D8B	Duplicated	C0000110745_TRINITY_DN24147_c0_g1_i2	616.0	295
EOG09360D8B	Duplicated	C0000110747_TRINITY_DN24147_c0_g1_i4	616.4	295
EOG09360D8B	Duplicated	C0000110749_TRINITY_DN24147_c0_g1_i6	616.3	295
EOG09360D8C	Complete	C0000102874_TRINITY_DN28943_c0_g1_i2	666.5	335
EOG09360D9L	Duplicated	C0000104188_TRINITY_DN28938_c1_g1_i8	367.9	246
EOG09360D9L	Duplicated	C0000104219_TRINITY_DN28938_c1_g1_i23	400.2	289
EOG09360D9T	Duplicated	C0000215223_TRINITY_DN23986_c0_g1_i1	564.1	322
EOG09360D9T	Duplicated	C0000215225_TRINITY_DN23986_c0_g1_i2	586.2	320
EOG09360D9T	Duplicated	C0000215233_TRINITY_DN23986_c0_g2_i4	586.0	320
EOG09360DBC	Complete	C0000287615_TRINITY_DN23208_c0_g1_i2	302.8	188
EOG09360DBO	Complete	C0000250110_TRINITY_DN25867_c1_g2_i2	567.5	323
EOG09360DBZ	Duplicated	C0000073489_TRINITY_DN22701_c0_g1_i2	527.1	320
EOG09360DBZ	Duplicated	C0000073497_TRINITY_DN22701_c0_g1_i10	525.3	320
EOG09360DBZ	Duplicated	C0000073498_TRINITY_DN22701_c0_g1_i11	525.0	320
EOG09360DCC	Duplicated	C0000112053_TRINITY_DN22622_c0_g1_i2	563.5	297
EOG09360DCC	Duplicated	C0000112058_TRINITY_DN22622_c0_g1_i7	561.8	297
EOG09360DCC	Duplicated	C0000112059_TRINITY_DN22622_c0_g1_i8	561.7	297
EOG09360DCI	Complete	C0000271912_TRINITY_DN30837_c2_g1_i2	260.1	157
EOG09360DCR	Duplicated	C0000127515_TRINITY_DN27323_c2_g4_i3	571.2	365
EOG09360DCR	Duplicated	C0000127524_TRINITY_DN27323_c2_g4_i4	571.6	365
EOG09360DCR	Duplicated	C0000127530_TRINITY_DN27323_c2_g4_i5	570.7	365
EOG09360DD0	Duplicated	C0000181875_TRINITY_DN27497_c2_g1_i1	503.4	328
EOG09360DD0	Duplicated	C0000181882_TRINITY_DN27497_c2_g1_i7	503.3	328
EOG09360DD0	Duplicated	C0000181887_TRINITY_DN27497_c2_g1_i11	503.4	328
EOG09360DDG	Duplicated	C0000142426_TRINITY_DN27882_c1_g3_i1	474.9	290
EOG09360DDG	Duplicated	C0000142458_TRINITY_DN27882_c1_g3_i4	497.1	290
EOG09360DE6	Duplicated	C0000256713_TRINITY_DN23374_c0_g1_i2	575.1	270
EOG09360DE6	Duplicated	C0000256723_TRINITY_DN23374_c0_g1_i6	636.0	324
EOG09360DE6	Duplicated	C0000256724_TRINITY_DN23374_c0_g2_i7	636.0	324
EOG09360DFB	Duplicated	C0000226207_TRINITY_DN24902_c1_g1_i1	575.1	314
EOG09360DFB	Duplicated	C0000226210_TRINITY_DN24902_c1_g1_i4	575.2	314
EOG09360DFK	Duplicated	C0000300313_TRINITY_DN28482_c0_g2_i1	654.4	384
EOG09360DFK	Duplicated	C0000300330_TRINITY_DN28482_c0_g3_i6	579.7	345
EOG09360DFK	Duplicated	C0000300343_TRINITY_DN28482_c0_g3_i11	654.4	384
EOG09360DFS	Duplicated	C0000133532_TRINITY_DN30392_c1_g1_i2	711.8	317
EOG09360DFS	Duplicated	C0000133539_TRINITY_DN30392_c1_g2_i4	711.7	317
EOG09360DFZ	Duplicated	C0000028193_TRINITY_DN26721_c2_g1_i2	610.0	349
EOG09360DFZ	Duplicated	C0000028197_TRINITY_DN26721_c2_g4_i2	609.6	349
EOG09360DG2	Duplicated	C0000009308_TRINITY_DN19054_c0_g1_i1	564.6	320
EOG09360DG2	Duplicated	C0000009311_TRINITY_DN19054_c0_g2_i2	513.2	294
EOG09360DG2	Duplicated	C0000009313_TRINITY_DN19054_c0_g2_i3	514.0	294
EOG09360DH0	Duplicated	C0000211979_TRINITY_DN24019_c0_g1_i7	822.5	399
EOG09360DH0	Duplicated	C0000211985_TRINITY_DN24019_c0_g3_i6	822.5	399
EOG09360DHF	Complete	C0000258800_TRINITY_DN29002_c3_g2_i15	558.4	324
EOG09360DI3	Duplicated	C0000162830_TRINITY_DN24316_c0_g1_i2	507.5	313
EOG09360DI3	Duplicated	C0000162837_TRINITY_DN24316_c0_g1_i9	509.0	313
EOG09360DI3	Duplicated	C0000162838_TRINITY_DN24316_c0_g1_i10	442.8	285
EOG09360DI3	Duplicated	C0000162838_TRINITY_DN24316_c0_g1_i10	507.3	313
EOG09360DI6	Duplicated	C0000057696_TRINITY_DN28726_c0_g1_i1	754.8	449
EOG09360DI6	Duplicated	C0000148591_TRINITY_DN81084_c0_g1_i1	754.7	449
EOG09360DII	Duplicated	C0000253104_TRINITY_DN21622_c0_g1_i1	373.6	476
EOG09360DII	Duplicated	C0000253108_TRINITY_DN21622_c0_g4_i1	373.3	476
EOG09360DJL	Fragmented	C0000241338_TRINITY_DN26848_c0_g1_i11	438.3	248
EOG09360DJM	Duplicated	C0000028371_TRINITY_DN26739_c0_g1_i1	605.5	310
EOG09360DJM	Duplicated	C0000028378_TRINITY_DN26739_c0_g3_i3	605.6	310
EOG09360DJM	Duplicated	C0000028379_TRINITY_DN26739_c0_g1_i5	563.7	310
